filename,original_path,dataset,original_score,corrupted_score,corruption_type,corruption_description,penalty_applied
Tetzloff02_asap_timing_errors(838)_1983.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,60.0,timing_errors,timing_errors(838),-20.0
Tetzloff02_asap_missing_passage_1984.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,50.87608996995655,missing_passage,missing_passage,-29.12391003004345
Tetzloff02_asap_missing_passage_1985.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,31.285973063801485,missing_passage,missing_passage,-48.714026936198515
Tetzloff02_asap_missing_voice_1986.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,21.95082829878597,missing_voice,missing_voice,-58.04917170121403
Tetzloff02_asap_wrong_notes(264)_1987.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,55.0,wrong_notes,wrong_notes(264),-25.0
Tetzloff02_asap_wrong_notes(1594)_timing_errors(371)_dynamic_error_1988.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff02.mid,asap,80,20.0,mixed,"wrong_notes(1594),timing_errors(371),dynamic_errors(1575)",-60.0
LeeEunjin02_asap_original_1989.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,80.0,clean,original,0.0
LeeEunjin02_asap_wrong_notes(1740)_1990.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,55.0,wrong_notes,wrong_notes(1740),-25.0
LeeEunjin02_asap_timing_errors(1326)_1991.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,60.0,timing_errors,timing_errors(1326),-20.0
LeeEunjin02_asap_missing_passage_1992.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,46.118681932623915,missing_passage,missing_passage,-33.881318067376085
LeeEunjin02_asap_timing_errors(796)_1993.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,60.0,timing_errors,timing_errors(796),-20.0
LeeEunjin02_asap_dynamic_errors(388)_1994.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(388),-15.0
LeeEunjin02_asap_missing_voice_1995.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,20.679450712739666,missing_voice,missing_voice,-59.320549287260334
LeeEunjin02_asap_dynamic_errors(659)_1996.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(659),-15.0
LeeEunjin02_asap_wrong_notes(2120)_timing_errors(2034)_dynamic_erro_1997.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeEunjin02.mid,asap,80,20.0,mixed,"wrong_notes(2120),timing_errors(2034),dynamic_errors(2202)",-60.0
Shilyaev02_asap_original_1998.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,80.0,clean,original,0.0
Shilyaev02_asap_wrong_notes(2270)_timing_errors(2397)_dynamic_erro_1999.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,20.0,mixed,"wrong_notes(2270),timing_errors(2397),dynamic_errors(1654)",-60.0
Shilyaev02_asap_dynamic_errors(1917)_2000.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1917),-15.0
Shilyaev02_asap_wrong_notes(612)_2001.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,55.0,wrong_notes,wrong_notes(612),-25.0
Shilyaev02_asap_missing_passage_2002.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,54.16806138444892,missing_passage,missing_passage,-25.83193861555108
Shilyaev02_asap_wrong_notes(2193)_timing_errors(2389)_dynamic_erro_2003.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,20.0,mixed,"wrong_notes(2193),timing_errors(2389),dynamic_errors(521)",-60.0
Shilyaev02_asap_wrong_notes(1016)_timing_errors(2003)_dynamic_erro_2004.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,20.0,mixed,"wrong_notes(1016),timing_errors(2003),dynamic_errors(608)",-60.0
Shilyaev02_asap_missing_passage_2005.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,32.54172301639939,missing_passage,missing_passage,-47.45827698360061
Shilyaev02_asap_timing_errors(1445)_2006.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Shilyaev02.mid,asap,80,60.0,timing_errors,timing_errors(1445),-20.0
Soukhovetski02_asap_original_2007.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,80.0,clean,original,0.0
Soukhovetski02_asap_wrong_notes(2205)_2008.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,55.0,wrong_notes,wrong_notes(2205),-25.0
Soukhovetski02_asap_dynamic_errors(912)_2009.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(912),-15.0
Soukhovetski02_asap_timing_errors(427)_2010.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,60.0,timing_errors,timing_errors(427),-20.0
Soukhovetski02_asap_missing_passage_2011.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,38.439917945228466,missing_passage,missing_passage,-41.560082054771534
Soukhovetski02_asap_missing_passage_2012.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,34.356714596425995,missing_passage,missing_passage,-45.643285403574005
Soukhovetski02_asap_dynamic_errors(770)_2013.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(770),-15.0
Soukhovetski02_asap_missing_passage_2014.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,51.13169242969698,missing_passage,missing_passage,-28.868307570303017
Soukhovetski02_asap_dynamic_errors(355)_2015.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Soukhovetski02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(355),-15.0
Kwok02_asap_original_2016.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,80.0,clean,original,0.0
Kwok02_asap_missing_voice_2017.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,35.6121741625053,missing_voice,missing_voice,-44.3878258374947
Kwok02_asap_missing_passage_2018.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,55.02799251299358,missing_passage,missing_passage,-24.97200748700642
Kwok02_asap_missing_voice_2019.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,33.474446959845494,missing_voice,missing_voice,-46.525553040154506
Kwok02_asap_wrong_notes(1909)_2020.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,55.0,wrong_notes,wrong_notes(1909),-25.0
Kwok02_asap_wrong_notes(745)_2021.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,55.0,wrong_notes,wrong_notes(745),-25.0
Kwok02_asap_wrong_notes(1062)_timing_errors(1846)_dynamic_erro_2022.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,20.0,mixed,"wrong_notes(1062),timing_errors(1846),dynamic_errors(751)",-60.0
Kwok02_asap_wrong_notes(2148)_2023.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,55.0,wrong_notes,wrong_notes(2148),-25.0
Kwok02_asap_dynamic_errors(436)_2024.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Kwok02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(436),-15.0
Lou03M_asap_original_2025.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,80.0,clean,original,0.0
Lou03M_asap_wrong_notes(952)_2026.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,55.0,wrong_notes,wrong_notes(952),-25.0
Lou03M_asap_timing_errors(1660)_2027.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,60.0,timing_errors,timing_errors(1660),-20.0
Lou03M_asap_timing_errors(2095)_2028.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,60.0,timing_errors,timing_errors(2095),-20.0
Lou03M_asap_wrong_notes(286)_timing_errors(1094)_dynamic_error_2029.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,20.0,mixed,"wrong_notes(286),timing_errors(1094),dynamic_errors(1292)",-60.0
Lou03M_asap_missing_passage_2030.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,39.58134495798289,missing_passage,missing_passage,-40.41865504201711
Lou03M_asap_timing_errors(800)_2031.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,60.0,timing_errors,timing_errors(800),-20.0
Lou03M_asap_missing_voice_2032.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,35.73845341110402,missing_voice,missing_voice,-44.26154658889598
Lou03M_asap_timing_errors(1780)_2033.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Lou03M.mid,asap,80,60.0,timing_errors,timing_errors(1780),-20.0
Benabdallah02_asap_original_2034.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,80.0,clean,original,0.0
Benabdallah02_asap_wrong_notes(735)_timing_errors(2223)_dynamic_error_2035.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,20.0,mixed,"wrong_notes(735),timing_errors(2223),dynamic_errors(1425)",-60.0
Benabdallah02_asap_wrong_notes(365)_timing_errors(446)_dynamic_errors_2036.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,20.0,mixed,"wrong_notes(365),timing_errors(446),dynamic_errors(1552)",-60.0
Benabdallah02_asap_timing_errors(1435)_2037.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,60.0,timing_errors,timing_errors(1435),-20.0
Benabdallah02_asap_dynamic_errors(905)_2038.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(905),-15.0
Benabdallah02_asap_missing_passage_2039.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,56.16937969007991,missing_passage,missing_passage,-23.830620309920096
Benabdallah02_asap_wrong_notes(832)_timing_errors(255)_dynamic_errors_2040.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,20.0,mixed,"wrong_notes(832),timing_errors(255),dynamic_errors(2015)",-60.0
Benabdallah02_asap_wrong_notes(553)_2041.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,55.0,wrong_notes,wrong_notes(553),-25.0
Benabdallah02_asap_missing_voice_2042.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Benabdallah02.mid,asap,80,27.58686373171615,missing_voice,missing_voice,-52.41313626828385
KyykhynenT09M_asap_original_2043.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,80.0,clean,original,0.0
KyykhynenT09M_asap_timing_errors(756)_2044.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,60.0,timing_errors,timing_errors(756),-20.0
KyykhynenT09M_asap_timing_errors(331)_2045.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,60.0,timing_errors,timing_errors(331),-20.0
KyykhynenT09M_asap_timing_errors(2217)_2046.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,60.0,timing_errors,timing_errors(2217),-20.0
KyykhynenT09M_asap_wrong_notes(1371)_timing_errors(291)_dynamic_error_2047.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,20.0,mixed,"wrong_notes(1371),timing_errors(291),dynamic_errors(547)",-60.0
KyykhynenT09M_asap_timing_errors(1309)_2048.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,60.0,timing_errors,timing_errors(1309),-20.0
KyykhynenT09M_asap_missing_voice_2049.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,46.470454722691656,missing_voice,missing_voice,-33.529545277308344
KyykhynenT09M_asap_missing_passage_2050.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,49.9969340321735,missing_passage,missing_passage,-30.003065967826505
KyykhynenT09M_asap_missing_voice_2051.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/KyykhynenT09M.mid,asap,80,43.70297971777844,missing_voice,missing_voice,-36.29702028222156
BENABD02_asap_original_2052.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,80.0,clean,original,0.0
BENABD02_asap_missing_voice_2053.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,40.26129610608868,missing_voice,missing_voice,-39.73870389391132
BENABD02_asap_missing_passage_2054.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,56.77321833270329,missing_passage,missing_passage,-23.226781667296713
BENABD02_asap_wrong_notes(1535)_timing_errors(2138)_dynamic_erro_2055.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,20.0,mixed,"wrong_notes(1535),timing_errors(2138),dynamic_errors(264)",-60.0
BENABD02_asap_dynamic_errors(2073)_2056.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(2073),-15.0
BENABD02_asap_missing_passage_2057.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,46.24254580328634,missing_passage,missing_passage,-33.75745419671366
BENABD02_asap_missing_passage_2058.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,46.916941223832985,missing_passage,missing_passage,-33.083058776167015
BENABD02_asap_missing_voice_2059.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,46.81227908634454,missing_voice,missing_voice,-33.18772091365546
BENABD02_asap_wrong_notes(2228)_2060.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/BENABD02.mid,asap,80,55.0,wrong_notes,wrong_notes(2228),-25.0
Rizikov03M_asap_original_2061.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,80.0,clean,original,0.0
Rizikov03M_asap_timing_errors(1284)_2062.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,60.0,timing_errors,timing_errors(1284),-20.0
Rizikov03M_asap_timing_errors(312)_2063.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,60.0,timing_errors,timing_errors(312),-20.0
Rizikov03M_asap_wrong_notes(1553)_timing_errors(1263)_dynamic_erro_2064.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,20.0,mixed,"wrong_notes(1553),timing_errors(1263),dynamic_errors(2233)",-60.0
Rizikov03M_asap_missing_passage_2065.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,43.344605936456205,missing_passage,missing_passage,-36.655394063543795
Rizikov03M_asap_missing_passage_2066.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,55.17122839701382,missing_passage,missing_passage,-24.828771602986183
Rizikov03M_asap_missing_passage_2067.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,48.343075994020346,missing_passage,missing_passage,-31.656924005979654
Rizikov03M_asap_missing_passage_2068.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,39.54785195719753,missing_passage,missing_passage,-40.45214804280247
Rizikov03M_asap_wrong_notes(1240)_2069.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Rizikov03M.mid,asap,80,55.0,wrong_notes,wrong_notes(1240),-25.0
Tetzloff07M_asap_original_2070.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,80.0,clean,original,0.0
Tetzloff07M_asap_wrong_notes(578)_2071.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,55.0,wrong_notes,wrong_notes(578),-25.0
Tetzloff07M_asap_wrong_notes(1359)_2072.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,55.0,wrong_notes,wrong_notes(1359),-25.0
Tetzloff07M_asap_dynamic_errors(1095)_2073.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1095),-15.0
Tetzloff07M_asap_missing_passage_2074.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,54.213199050079446,missing_passage,missing_passage,-25.786800949920554
Tetzloff07M_asap_missing_voice_2075.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,28.4391279692408,missing_voice,missing_voice,-51.5608720307592
Tetzloff07M_asap_missing_voice_2076.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,32.82043697451006,missing_voice,missing_voice,-47.17956302548994
Tetzloff07M_asap_timing_errors(1840)_2077.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,60.0,timing_errors,timing_errors(1840),-20.0
Tetzloff07M_asap_missing_voice_2078.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Tetzloff07M.mid,asap,80,39.76258610102125,missing_voice,missing_voice,-40.23741389897875
Masycheva02_asap_original_2079.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,80.0,clean,original,0.0
Masycheva02_asap_dynamic_errors(1091)_2080.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1091),-15.0
Masycheva02_asap_missing_voice_2081.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,49.76550480494907,missing_voice,missing_voice,-30.234495195050933
Masycheva02_asap_missing_voice_2082.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,25.492017082916448,missing_voice,missing_voice,-54.50798291708355
Masycheva02_asap_missing_passage_2083.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,59.29397488150168,missing_passage,missing_passage,-20.706025118498314
Masycheva02_asap_missing_voice_2084.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,44.77635615035696,missing_voice,missing_voice,-35.22364384964304
Masycheva02_asap_dynamic_errors(1370)_2085.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1370),-15.0
Masycheva02_asap_missing_voice_2086.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,23.22395011444594,missing_voice,missing_voice,-56.77604988555406
Masycheva02_asap_dynamic_errors(944)_2087.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/Masycheva02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(944),-15.0
LiuLangning02_asap_original_2088.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,80.0,clean,original,0.0
LiuLangning02_asap_dynamic_errors(2012)_2089.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(2012),-15.0
LiuLangning02_asap_wrong_notes(1047)_timing_errors(532)_dynamic_error_2090.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,20.0,mixed,"wrong_notes(1047),timing_errors(532),dynamic_errors(1887)",-60.0
LiuLangning02_asap_wrong_notes(1736)_timing_errors(1102)_dynamic_erro_2091.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,20.0,mixed,"wrong_notes(1736),timing_errors(1102),dynamic_errors(303)",-60.0
LiuLangning02_asap_missing_voice_2092.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,42.82078193731094,missing_voice,missing_voice,-37.17921806268906
LiuLangning02_asap_missing_passage_2093.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,57.241002949994446,missing_passage,missing_passage,-22.758997050005554
LiuLangning02_asap_timing_errors(768)_2094.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,60.0,timing_errors,timing_errors(768),-20.0
LiuLangning02_asap_wrong_notes(730)_timing_errors(1223)_dynamic_error_2095.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,20.0,mixed,"wrong_notes(730),timing_errors(1223),dynamic_errors(1540)",-60.0
LiuLangning02_asap_wrong_notes(1889)_2096.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LiuLangning02.mid,asap,80,55.0,wrong_notes,wrong_notes(1889),-25.0
LeeHwakyu02_asap_original_2097.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,80.0,clean,original,0.0
LeeHwakyu02_asap_missing_passage_2098.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,49.551693932504946,missing_passage,missing_passage,-30.44830606749505
LeeHwakyu02_asap_missing_voice_2099.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,36.92315000383852,missing_voice,missing_voice,-43.07684999616148
LeeHwakyu02_asap_dynamic_errors(922)_2100.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(922),-15.0
LeeHwakyu02_asap_wrong_notes(863)_timing_errors(637)_dynamic_errors_2101.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,20.0,mixed,"wrong_notes(863),timing_errors(637),dynamic_errors(1983)",-60.0
LeeHwakyu02_asap_wrong_notes(2099)_2102.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,55.0,wrong_notes,wrong_notes(2099),-25.0
LeeHwakyu02_asap_dynamic_errors(1580)_2103.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1580),-15.0
LeeHwakyu02_asap_timing_errors(427)_2104.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,60.0,timing_errors,timing_errors(427),-20.0
LeeHwakyu02_asap_dynamic_errors(984)_2105.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/LeeHwakyu02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(984),-15.0
YOU02_asap_original_2106.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/YOU02.mid,asap,80,80.0,clean,original,0.0
YOU02_asap_timing_errors(2141)_2107.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/YOU02.mid,asap,80,60.0,timing_errors,timing_errors(2141),-20.0
YOU02_asap_wrong_notes(1358)_2108.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/YOU02.mid,asap,80,55.0,wrong_notes,wrong_notes(1358),-25.0
YOU02_asap_dynamic_errors(1299)_2109.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/YOU02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(1299),-15.0
YOU02_asap_dynamic_errors(636)_2110.mid,/data/scratch/acw630/asap-dataset-alignment/Chopin/Etudes_op_10/8/YOU02.mid,asap,80,65.0,dynamic_errors,dynamic_errors(636),-15.0
